item_id,user_no,sales_type,보증금액,월세금액,전용면적_m2,공급면적_m2,local1,local2,local3,random_location,floor,updated_at,approve_date,residence_type,approve_year,random_lat,random_long,is_underground
37977451,5235991,월세,300,36.0,29.75,29.75,경기도,시흥시,정왕동,"37.35295176741368,126.74279441442526",3,2023-09-05 16:10:08,202011/4/13,단독주택,2020,37.35295176741368,126.74279441442526,0
38020804,5235991,월세,300,40.0,26.45,26.45,경기도,시흥시,정왕동,"37.352340733124464,126.74313891501545",4,2023-09-08 19:44:06,2016,제2종근린생활시설,2016,37.352340733124464,126.74313891501545,0
37764816,626260,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.348829235648694,126.74357899883509",1,2023-09-06 18:05:40,20011019,단독주택,2001,37.348829235648694,126.74357899883509,0
38023549,1328580,월세,300,40.0,26.45,26.45,경기도,시흥시,정왕동,"37.35283369204164,126.74376020277633",4,2023-09-09 11:00:25,20160614,단독주택,2016,37.35283369204164,126.74376020277633,0
37964313,1548118,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.348736419320915,126.74554015166075",1,2023-09-04 16:48:35,20040615,단독주택,2004,37.348736419320915,126.74554015166075,0
37960304,19892938,월세,300,24.0,23.14,23.14,경기도,시흥시,정왕동,"37.34597686789409,126.7497764757571",2,2023-09-11 11:58:10,20010413 ,단독주택,2001,37.34597686789409,126.7497764757571,0
38018467,19186853,월세,200,20.0,23.14,23.14,경기도,시흥시,정왕동,"37.353390910124205,126.74366443088486",1,2023-09-08 17:12:33,20120111,단독주택,2012,37.353390910124205,126.74366443088486,0
38024906,10884184,월세,300,27.0,26.45,26.45,경기도,시흥시,정왕동,"37.3487099491814,126.74540629300695",2,2023-09-09 12:11:31,2002. 06. 03,단독주택,2002,37.3487099491814,126.74540629300695,0
38001998,1388953,월세,300,41.0,29.75,29.75,경기도,시흥시,정왕동,"37.35311035113535,126.7388011792673",3,2023-09-07 14:21:00,20130913,공동주택,2013,37.35311035113535,126.7388011792673,0
37937325,1328580,월세,200,35.0,26.0,26.0,경기도,시흥시,정왕동,"37.3467965022006,126.74399462923232",2,2023-09-01 19:01:50,20140904,단독주택,2014,37.3467965022006,126.74399462923232,0
37987038,14558955,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35374567471861,126.74025583575758",2,2023-09-06 13:01:34,20050722,단독주택,2005,37.35374567471861,126.74025583575758,0
38029270,19186853,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.35187169202158,126.74515912201079",3,2023-09-10 20:22:57,2006.11.27,단독주택,2006,37.35187169202158,126.74515912201079,0
38010458,1548118,월세,300,30.0,28.1,28.1,경기도,시흥시,정왕동,"37.34461631490944,126.74709964639449",3,2023-09-08 10:48:22,20101022,단독주택,2010,37.34461631490944,126.74709964639449,0
37986415,3953986,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35375000476882,126.7430466301506",3,2023-09-06 12:32:54,2014.09.05,단독주택,2014,37.35375000476882,126.7430466301506,0
38039766,14698808,월세,200,23.0,26.45,26.45,경기도,시흥시,정왕동,"37.348241228185664,126.74269767363701",1,2023-09-11 12:54:50,20011123,단독주택,2001,37.348241228185664,126.74269767363701,0
37817564,404378,월세,300,33.0,26.45,26.45,경기도,시흥시,정왕동,"37.34593887677703,126.74574275621424",1,2023-08-28 09:48:18,20010118,단독주택,2001,37.34593887677703,126.74574275621424,0
38005594,194432,월세,200,20.0,23.14,23.14,경기도,시흥시,정왕동,"37.35338781406516,126.74428303117257",1,2023-09-07 17:05:59,20120111,단독주택,2012,37.35338781406516,126.74428303117257,0
38047490,1548118,월세,100,23.0,23.14,23.14,경기도,시흥시,정왕동,"37.34577877471819,126.74238894195716",4,2023-09-11 18:51:35,20020524,단독주택,2002,37.34577877471819,126.74238894195716,0
37984569,1328580,월세,200,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.35240255548236,126.74503951887463",4,2023-09-06 11:12:25,20140602,고시원,2014,37.35240255548236,126.74503951887463,0
38020746,5235991,월세,200,26.0,16.53,16.53,경기도,시흥시,정왕동,"37.354006043754005,126.74198887498066",5,2023-09-08 19:36:04,2012/5/22,단독주택,2012,37.354006043754005,126.74198887498066,0
38040541,1328580,월세,300,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.34464709559181,126.74708100472094",3,2023-09-11 13:32:31,20101022,단독주택,2010,37.34464709559181,126.74708100472094,0
37861119,1328580,월세,80,35.0,22.0,22.0,경기도,시흥시,정왕동,"37.34468224245432,126.74134769940248",2,2023-08-26 12:16:47,2016.06.15,단독주택,2016,37.34468224245432,126.74134769940248,0
37978317,1388953,월세,300,30.0,33.06,33.06,경기도,시흥시,정왕동,"37.35342839305728,126.73946645226236",2,2023-09-05 16:49:01,20121127,단독주택,2012,37.35342839305728,126.73946645226236,0
37893275,14698808,월세,200,29.0,26.45,26.45,경기도,시흥시,정왕동,"37.34941676953926,126.74359689210503",3,2023-08-29 15:44:41,20031127,단독주택,2003,37.34941676953926,126.74359689210503,0
37987778,457146,월세,300,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.35314252137658,126.74383369940482",2,2023-09-06 13:41:24,20110621,단독주택,2011,37.35314252137658,126.74383369940482,0
37764660,5208753,월세,200,25.0,26.45,26.45,경기도,시흥시,정왕동,"37.35337238195892,126.74445483239457",1,2023-08-17 17:21:18,2011-9-27,단독주택,2011,37.35337238195892,126.74445483239457,0
38025961,19186853,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.353772867270706,126.74366981867934",3,2023-09-09 13:22:30,2014.09.05,단독주택,2014,37.353772867270706,126.74366981867934,0
38015677,2864681,월세,200,26.0,23.14,23.14,경기도,시흥시,정왕동,"37.35349694177468,126.74134890594543",5,2023-09-09 10:11:17,2312.05.22,단독주택,1923,37.35349694177468,126.74134890594543,0
38019161,14717871,월세,100,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.35312038023451,126.74038599064079",3,2023-09-08 17:49:32,20070207,단독주택,2007,37.35312038023451,126.74038599064079,0
38010206,2864681,월세,300,38.0,29.75,29.75,경기도,시흥시,정왕동,"37.35246307541308,126.74339817982185",3,2023-09-08 10:38:08,2012.04.13,제2종 근린생활시설,2012,37.35246307541308,126.74339817982185,0
37984615,1328580,월세,300,38.0,26.45,26.45,경기도,시흥시,정왕동,"37.35198891656915,126.74630511693448",3,2023-09-06 11:13:48,20150129,단독주택,2015,37.35198891656915,126.74630511693448,0
37955472,950935,월세,200,28.0,23.14,23.14,경기도,시흥시,정왕동,"37.351300027091135,126.74481057590737",2,2023-09-04 11:06:13,2010.6.23일,근생,2010,37.351300027091135,126.74481057590737,0
38017441,19186853,월세,400,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34674246030992,126.74252952875695",2,2023-09-08 16:24:49,20141127,단독주택,2014,37.34674246030992,126.74252952875695,0
38004210,194432,월세,300,38.0,33.06,33.06,경기도,시흥시,정왕동,"37.3529470164248,126.74343675182459",3,2023-09-07 16:04:05,20110413,단독주택,2011,37.3529470164248,126.74343675182459,0
37832042,14698808,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35204598170226,126.73760504687172",3,2023-08-23 18:31:43,20030821,단독주택,2003,37.35204598170226,126.73760504687172,0
38005158,2676506,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.3492905834637,126.74418551693084",2,2023-09-07 16:44:15,2002.5.1,단독주택,2002,37.3492905834637,126.74418551693084,0
38039939,5115933,월세,100,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34923333721458,126.74395776047776",3,2023-09-11 13:02:10,20011109,단독주택,2001,37.34923333721458,126.74395776047776,0
37805556,14240450,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.347972257069074,126.74565861996871",2,2023-08-21 17:24:41,20030311,단독주택,2003,37.347972257069074,126.74565861996871,0
38040166,1328580,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35357640352459,126.7418070363783",2,2023-09-11 13:13:58,20100830,단독주택,2010,37.35357640352459,126.7418070363783,0
37887992,2644235,전세,3300,,29.75,29.75,경기도,시흥시,정왕동,"37.35193519275244,126.737747196507",4,2023-08-29 11:25:00,2005   08  19,단독주택,2005,37.35193519275244,126.737747196507,0
38044613,3865796,월세,300,25.0,29.75,29.75,경기도,시흥시,정왕동,"37.35336919036218,126.7444848114065",1,2023-09-11 16:23:22,20110927,단독주택,2011,37.35336919036218,126.7444848114065,0
38048230,14558955,월세,100,37.0,33.06,33.06,경기도,시흥시,정왕동,"37.34990203488459,126.74164146466059",3,2023-09-11 20:41:54,20030205,단독주택,2003,37.34990203488459,126.74164146466059,0
37977741,3953986,월세,300,38.0,29.75,29.75,경기도,시흥시,정왕동,"37.352939793208755,126.74280773528459",3,2023-09-05 16:21:57,2011.04.13,단독주택,2011,37.352939793208755,126.74280773528459,0
37985110,1328580,월세,200,32.0,26.45,26.45,경기도,시흥시,정왕동,"37.34694085881335,126.74559905826102",2,2023-09-06 11:33:32,20151209,단독주택,2015,37.34694085881335,126.74559905826102,0
38041108,10884184,월세,80,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34829802980433,126.74336262837367",3,2023-09-11 13:59:15,2002. 10. 16,다가구주택,2002,37.34829802980433,126.74336262837367,0
38040094,5115933,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.35389725842967,126.74678694510571",2,2023-09-11 13:10:33,20071228,단독주택,2007,37.35389725842967,126.74678694510571,0
37562819,5435754,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.35297279667422,126.74473417507508",5,2023-08-24 15:44:05,2011.09.23,단독주택,2011,37.35297279667422,126.74473417507508,0
37961651,3953986,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35418947846199,126.74136991672488",3,2023-09-04 14:56:00,2013.11.13,단독주택,2013,37.35418947846199,126.74136991672488,0
37880308,5235991,월세,300,38.0,33.06,33.06,경기도,시흥시,정왕동,"37.35294510777956,126.74340945670068",3,2023-08-28 16:03:51,2011/4/13,근생,2011,37.35294510777956,126.74340945670068,0
37983892,16880728,월세,500,30.0,27.0,27.0,경기도,시흥시,정왕동,"37.353694670735166,126.74139495448821",3,2023-09-06 10:46:02,20131113,단독주택,2013,37.353694670735166,126.74139495448821,0
37902833,1548118,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.347760833329154,126.7471151388573",3,2023-08-30 13:39:28,20130208,단독주택,2013,37.347760833329154,126.7471151388573,0
38013797,16880728,월세,500,35.0,27.0,27.0,경기도,시흥시,정왕동,"37.35270094292044,126.7402264507817",5,2023-09-08 13:23:31,20111125,단독주택,2011,37.35270094292044,126.7402264507817,0
37993495,14558955,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.348879524521465,126.7424756046737",2,2023-09-06 18:01:16,20011015,단독주택,2001,37.348879524521465,126.7424756046737,0
38041220,1561224,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.34782263679582,126.74370023535792",2,2023-09-11 14:05:15,20020528,단독주택,2002,37.34782263679582,126.74370023535792,0
38047298,3865796,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35418601972915,126.74076792194992",3,2023-09-11 18:39:03,20131113,단독주택,2013,37.35418601972915,126.74076792194992,0
38014134,2864681,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.353749836927,126.74655944462943",4,2023-09-09 14:27:22,2013,제2종근생,2013,37.353749836927,126.74655944462943,0
37861100,1328580,월세,300,30.0,25.0,25.0,경기도,시흥시,정왕동,"37.351992592598684,126.74697165223682",5,2023-08-26 12:15:50,20150129,근린생활시설,2015,37.351992592598684,126.74697165223682,0
37977901,5980986,월세,500,50.0,46.02,46.02,경기도,시흥시,정왕동,"37.35313729250977,126.7470935787192",5,2023-09-05 16:28:55,2019.09.10,단독주택,2019,37.35313729250977,126.7470935787192,0
38016896,194432,월세,300,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.35312903612251,126.74379082062826",2,2023-09-08 15:57:56,20110621,단독주택,2011,37.35312903612251,126.74379082062826,0
38038661,10884184,월세,100,23.0,23.14,23.14,경기도,시흥시,정왕동,"37.345293643067606,126.74301246442823",4,2023-09-11 12:15:11,2002. 05. 24,단독주택,2002,37.345293643067606,126.74301246442823,0
37899697,950935,전세,4200,,29.75,29.75,경기도,시흥시,정왕동,"37.35208469214239,126.74534507717108",5,2023-08-30 11:01:55,2005.7.13일,공동주택,2005,37.35208469214239,126.74534507717108,0
38022552,2864681,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35312183496516,126.74360672058336",1,2023-09-09 10:11:09,2011.09.20,단독주택,2011,37.35312183496516,126.74360672058336,0
37926912,1328580,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35405743071198,126.74114652859862",2,2023-09-01 11:36:14,20100830,단독주택,2010,37.35405743071198,126.74114652859862,0
37911083,1328580,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.353415185200426,126.74423632858746",3,2023-08-31 10:44:47,20111118,단독주택,2011,37.353415185200426,126.74423632858746,0
37907591,10884184,월세,300,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.34837126114893,126.74419663295183",1,2023-09-01 23:55:54,2001. 12. 11,단독주택,2001,37.34837126114893,126.74419663295183,0
37968100,19186853,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.350135644161085,126.74245459962704",2,2023-09-05 00:44:43,2001.03.10,단독주택,2001,37.350135644161085,126.74245459962704,0
37785172,404378,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35352668212299,126.74657080947352",4,2023-08-28 09:47:48,2015.04.24,단독주택,2015,37.35352668212299,126.74657080947352,0
37867540,10884184,월세,400,30.0,28.1,28.1,경기도,시흥시,정왕동,"37.34723860108721,126.74188435333379",1,2023-08-27 11:18:42,2014. 11. 27,단독주택,2014,37.34723860108721,126.74188435333379,0
38025482,16880728,월세,300,28.0,27.0,27.0,경기도,시흥시,정왕동,"37.348830561608885,126.74358033373274",1,2023-09-09 12:52:12,20011211,단독주택,2001,37.348830561608885,126.74358033373274,0
38027096,2864681,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.3532949243257,126.73871043308698",3,2023-09-09 14:41:49,2005.11.29,단독주택,2005,37.3532949243257,126.73871043308698,0
38044740,3865796,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35232678957306,126.73783805347533",4,2023-09-11 16:29:58,20050907,단독주택,2005,37.35232678957306,126.73783805347533,0
38046698,442100,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35306343386768,126.74356167243585",3,2023-09-11 18:05:04,2012.04.09,단독주택,2012,37.35306343386768,126.74356167243585,0
38040224,2864681,월세,200,27.0,26.45,26.45,경기도,시흥시,정왕동,"37.35385649415139,126.747391765618",2,2023-09-11 13:17:54,2007.12.28,단독주택,2007,37.35385649415139,126.747391765618,0
38011919,19892938,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.34460592792616,126.74708959795612",3,2023-09-08 18:01:27,20101022,단독주택,2010,37.34460592792616,126.74708959795612,0
37999427,5208753,월세,3000,5.0,26.45,26.45,경기도,시흥시,정왕동,"37.35414746686047,126.74734178994402",3,2023-09-07 12:08:24,2014-9-2,단독주택,2014,37.35414746686047,126.74734178994402,0
37976683,1328580,월세,200,38.0,33.06,33.06,경기도,시흥시,정왕동,"37.35224265936723,126.73765604899161",5,2023-09-05 15:34:05,20071106,단독주택,2007,37.35224265936723,126.73765604899161,0
38022207,442100,월세,600,30.0,33.06,33.06,경기도,시흥시,정왕동,"37.352384692482396,126.74576023710168",3,2023-09-09 09:39:06,2007.12.06,단독주택,2007,37.352384692482396,126.74576023710168,0
38018546,19186853,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35328664967821,126.74052829947333",3,2023-09-08 17:16:23,20070704,단독주택,2007,37.35328664967821,126.74052829947333,0
38017266,19186853,월세,500,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.3501490183084,126.74181679676089",3,2023-09-08 16:39:52,20010310,단독주택,2001,37.3501490183084,126.74181679676089,0
37774840,194432,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35380063244118,126.74681626690727",3,2023-08-18 15:14:34,20140804,2종근생,2014,37.35380063244118,126.74681626690727,0
38017966,16880728,월세,600,30.0,27.0,27.0,경기도,시흥시,정왕동,"37.35189067307675,126.74637827283256",3,2023-09-08 16:48:11,20071206,단독주택,2007,37.35189067307675,126.74637827283256,0
38036747,2864681,월세,300,42.0,29.75,29.75,경기도,시흥시,정왕동,"37.35307351224825,126.73942764202435",3,2023-09-11 11:11:36,2013.09.13,공동주택,2013,37.35307351224825,126.73942764202435,0
37973856,2644235,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35253083117494,126.73699805487857",3,2023-09-05 13:22:19,2003  08,단독주택,2003,37.35253083117494,126.73699805487857,0
37999619,5208753,월세,200,25.0,26.45,26.45,경기도,시흥시,정왕동,"37.352857586936814,126.74448937006464",1,2023-09-08 10:19:01,2011-9-27,단독주택,2011,37.352857586936814,126.74448937006464,0
38000984,14698808,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.34548393377166,126.74191767874134",3,2023-09-07 13:27:38,20011219,단독주택,2001,37.34548393377166,126.74191767874134,0
37999269,5208753,월세,2000,15.0,26.45,26.45,경기도,시흥시,정왕동,"37.353694444793234,126.74672984350423",3,2023-09-07 12:02:16,2014.9.2,단독주택,2014,37.353694444793234,126.74672984350423,0
38041793,3865796,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.349259942437314,126.74510137977214",3,2023-09-11 14:31:41,20030618,단독주택,2003,37.349259942437314,126.74510137977214,0
38027036,14240450,월세,200,22.0,26.45,26.45,경기도,시흥시,정왕동,"37.34535479870203,126.74231781283271",2,2023-09-09 14:35:20,20010831,단독주택,2001,37.34535479870203,126.74231781283271,0
37997397,16880728,월세,100,38.0,27.0,27.0,경기도,시흥시,정왕동,"37.3504112445948,126.74223589048415",3,2023-09-07 10:51:58,20030205,단독주택,2003,37.3504112445948,126.74223589048415,0
37950648,404378,월세,500,40.0,36.36,36.36,경기도,시흥시,정왕동,"37.35422857961895,126.74720670998659",5,2023-09-03 14:36:36,2014.07.28,단독주택,2014,37.35422857961895,126.74720670998659,0
37731612,950935,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.353360223352794,126.74695522074414",4,2023-08-30 11:02:15,2007.7.16일,단독주택,2007,37.353360223352794,126.74695522074414,0
38039434,1328580,월세,300,40.0,29.75,29.75,경기도,시흥시,정왕동,"37.35286711854858,126.74313157524098",4,2023-09-11 12:44:26,20160614,도시형생활주택,2016,37.35286711854858,126.74313157524098,0
38036202,449268,월세,100,30.0,23.14,23.14,경기도,시흥시,정왕동,"37.34925991649297,126.74461898448021",3,2023-09-11 11:26:32,2001.11.9,다가구주택,2001,37.34925991649297,126.74461898448021,0
37902847,1548118,월세,200,30.0,24.79,24.79,경기도,시흥시,정왕동,"37.34748611273513,126.74601940809626",2,2023-08-30 13:40:04,2019-01-31,단독주택,2019,37.34748611273513,126.74601940809626,0
37973670,2644235,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34667214646287,126.74453059343402",1,2023-09-05 13:12:07,2016   11   30 ,단독주택,2016,37.34667214646287,126.74453059343402,0
37960747,2864681,월세,300,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.353137410653495,126.74383254869713",2,2023-09-04 14:20:08,2011.06.21,단독주택,2011,37.353137410653495,126.74383254869713,0
38012477,1548118,월세,200,30.0,28.1,28.1,경기도,시흥시,정왕동,"37.34868312322977,126.74585616675283",2,2023-09-08 12:08:35,20070207,단독주택,2007,37.34868312322977,126.74585616675283,0
37914244,2456045,월세,200,26.0,26.45,26.45,경기도,시흥시,정왕동,"37.350185010888616,126.74238950759171",1,2023-09-11 10:21:05,2005.07.08,단독주택,2005,37.350185010888616,126.74238950759171,0
37978563,1388953,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.353770171967376,126.73873600276514",3,2023-09-05 17:00:19,20051129,단독주택,2005,37.353770171967376,126.73873600276514,0
38037577,2644235,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.34487699722025,126.7423389343508",2,2023-09-11 11:39:25,2001.08.31,단독주택,2001,37.34487699722025,126.7423389343508,0
37915569,1328580,월세,70,29.0,26.45,26.45,경기도,시흥시,정왕동,"37.345279012818246,126.7423935191475",2,2023-08-31 14:22:00,20001220,단독주택,2000,37.345279012818246,126.7423935191475,0
37742609,1328580,월세,200,35.0,19.53,19.53,경기도,시흥시,정왕동,"37.34643596776759,126.74622415562484",3,2023-08-16 11:05:23,20151209,공동주택,2015,37.34643596776759,126.74622415562484,0
38042165,2676506,월세,300,38.0,29.75,29.75,경기도,시흥시,정왕동,"37.35293662403219,126.7427772735148",3,2023-09-11 14:48:19,2011.4.13,제2종근린생활시설,2011,37.35293662403219,126.7427772735148,0
38044352,449268,월세,100,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34514884439587,126.74088329869555",1,2023-09-11 16:14:18,2001.4.24,다가구주택,2001,37.34514884439587,126.74088329869555,0
37837107,5980986,월세,1000,40.0,31.04,31.04,경기도,시흥시,정왕동,"37.35390927793756,126.73942473134586",1,2023-08-24 12:08:45,2013.05.14,공동주택,2013,37.35390927793756,126.73942473134586,0
37893290,14698808,월세,200,29.0,26.45,26.45,경기도,시흥시,정왕동,"37.34940837799445,126.7429359480712",3,2023-08-29 15:45:07,20031127,단독주택,2003,37.34940837799445,126.7429359480712,0
38047177,10884184,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.353573387986934,126.73924622211406",3,2023-09-11 18:30:43,2008. 04. 30,단독주택,2008,37.353573387986934,126.73924622211406,0
37971098,16880728,월세,1000,38.0,33.06,33.06,경기도,시흥시,정왕동,"37.353569826264994,126.73924732015706",4,2023-09-05 11:20:44,20080430,단독주택,2008,37.353569826264994,126.73924732015706,0
38028879,19186853,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.351653268156966,126.74522518273916",4,2023-09-09 16:43:11,2006.09.27,단독주택,2006,37.351653268156966,126.74522518273916,0
37915692,1328580,월세,200,35.0,26.44,26.44,경기도,시흥시,정왕동,"37.34447923478621,126.74292287832459",3,2023-08-31 14:27:18,2018.05.28,단독주택,2018,37.34447923478621,126.74292287832459,0
38026751,19186853,월세,200,20.0,23.14,23.14,경기도,시흥시,정왕동,"37.35288370041265,126.74429461894421",1,2023-09-09 16:26:28,2012.01.11,단독주택,2012,37.35288370041265,126.74429461894421,0
37804393,5235991,월세,2000,20.0,26.45,26.45,경기도,시흥시,정왕동,"37.353588734724596,126.7417777343117",4,2023-08-21 16:33:55,2010/8/30,단독주택,2010,37.353588734724596,126.7417777343117,0
38012067,14717871,월세,1000,20.0,26.45,26.45,경기도,시흥시,정왕동,"37.353595641063386,126.74695105307575",4,2023-09-08 11:51:24,20050603,단독주택,2005,37.353595641063386,126.74695105307575,0
38017970,3953986,월세,300,40.0,29.75,29.75,경기도,시흥시,정왕동,"37.3528670920846,126.74373758623685",4,2023-09-08 16:48:32,2016.06.09,단독주택,2016,37.3528670920846,126.74373758623685,0
38040873,1328580,월세,300,38.0,33.06,33.06,경기도,시흥시,정왕동,"37.35245448393158,126.74278838675255",3,2023-09-11 13:49:45,20110413,단독주택,2011,37.35245448393158,126.74278838675255,0
38029076,19186853,월세,300,38.0,33.06,33.06,경기도,시흥시,정왕동,"37.352429944953,126.7433940506202",3,2023-09-09 16:57:02,2011.04.13,단독주택,2011,37.352429944953,126.7433940506202,0
38041811,1290118,월세,100,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34513910995677,126.74025826942692",1,2023-09-11 14:32:25,20010424,단독주택,2001,37.34513910995677,126.74025826942692,0
38028982,2676506,월세,300,40.0,26.45,26.45,경기도,시흥시,정왕동,"37.352331546395654,126.74373898225586",4,2023-09-09 16:50:00,2016.6.14,공동주택,2016,37.352331546395654,126.74373898225586,0
38039334,3865796,월세,200,28.0,28.1,28.1,경기도,시흥시,정왕동,"37.35338648579686,126.74742544345008",2,2023-09-11 12:48:02,20071228,단독주택,2007,37.35338648579686,126.74742544345008,0
38006760,2644235,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.3498822021727,126.7442433487946",3,2023-09-07 18:09:43,2003.12.09,단독주택,2003,37.3498822021727,126.7442433487946,0
37957909,19892938,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.3487746544654,126.74332572454944",1,2023-09-07 17:40:55,20021016,단독주택,2002,37.3487746544654,126.74332572454944,0
38006664,2644235,월세,200,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.348682954966996,126.74647951941566",2,2023-09-07 18:01:23,2007   02  07,단독주택,2007,37.348682954966996,126.74647951941566,0
38044180,2864681,월세,300,25.0,26.45,26.45,경기도,시흥시,정왕동,"37.35285181081931,126.74446632810884",1,2023-09-11 16:08:44,2011.09.27,단독주택,2011,37.35285181081931,126.74446632810884,0
38013393,16880728,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.344111857755216,126.74707691913441",3,2023-09-08 12:59:10,20101022,단독주택,2010,37.344111857755216,126.74707691913441,0
37946579,1290118,월세,200,24.0,23.14,23.14,경기도,시흥시,정왕동,"37.3446027731559,126.74355867227658",1,2023-09-07 12:48:17,20001130,단독주택,2000,37.3446027731559,126.74355867227658,0
38028798,19186853,월세,100,38.0,26.45,26.45,경기도,시흥시,정왕동,"37.34988857014694,126.74224835670691",3,2023-09-09 16:37:23,2003.02.05,단독주택,2003,37.34988857014694,126.74224835670691,0
38043914,442100,월세,300,25.0,26.45,26.45,경기도,시흥시,정왕동,"37.35334477706583,126.7438747341165",1,2023-09-11 15:59:23,2011.09.27,단독주택,2011,37.35334477706583,126.7438747341165,0
38044875,3865796,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.352836426854985,126.73693035921775",2,2023-09-11 16:35:48,20040113,단독주택,2004,37.352836426854985,126.73693035921775,0
38042415,19892938,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.3453900425394,126.74172915527704",2,2023-09-11 15:00:18,20010831,단독주택,2001,37.3453900425394,126.74172915527704,0
38026929,2864681,월세,700,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35401549668433,126.74721554026428",2,2023-09-11 11:04:05,2015.04.24,단독주택,2015,37.35401549668433,126.74721554026428,0
37940336,959581,전세,5000,,33.06,33.06,경기도,시흥시,정왕동,"37.35422699964648,126.74719445242773",2,2023-09-02 17:26:21,20140728,제2종근긴생활시설,2014,37.35422699964648,126.74719445242773,0
38029306,19186853,월세,2500,15.0,26.45,26.45,경기도,시흥시,정왕동,"37.35136878401114,126.74451990791397",4,2023-09-10 20:22:55,2006.11.27,단독주택,2006,37.35136878401114,126.74451990791397,0
37956112,950935,전세,4000,,23.1405,23.1405,경기도,시흥시,정왕동,"37.352506309035014,126.74634618061515",4,2023-09-04 11:27:12,2015.1.29일,공동주택,2015,37.352506309035014,126.74634618061515,0
37753492,1328580,월세,200,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.34826136539741,126.74519587531903",4,2023-08-16 21:16:20,2003.04.08,단독주택,2003,37.34826136539741,126.74519587531903,0
38033052,4774383,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.3453920103248,126.74169531396711",2,2023-09-10 17:27:35,2001.8.31,단독주택,2001,37.3453920103248,126.74169531396711,0
